	chr	start	end	gene_id
ENSG00000111196	12	10613608	10613609	ENSG00000111196
ENSG00000060140	12	10674317	10674318	ENSG00000060140
ENSG00000060138	12	10723322	10723323	ENSG00000060138
ENSG00000256888	12	10750233	10750234	ENSG00000256888
ENSG00000235930	12	10770304	10770305	ENSG00000235930
ENSG00000121377	12	10802626	10802627	ENSG00000121377
ENSG00000121314	12	10807292	10807293	ENSG00000121314
ENSG00000121381	12	10810167	10810168	ENSG00000121381
ENSG00000121318	12	10826357	10826358	ENSG00000121318
ENSG00000256651	12	10832015	10832016	ENSG00000256651
ENSG00000111215	12	10849474	10849475	ENSG00000111215
ENSG00000284826	12	10884254	10884255	ENSG00000284826
ENSG00000256682	12	10896951	10896952	ENSG00000256682
ENSG00000212128	12	10909561	10909562	ENSG00000212128
ENSG00000134551	12	10929235	10929236	ENSG00000134551
ENSG00000212125	12	10965351	10965352	ENSG00000212125
ENSG00000212126	12	10986911	10986912	ENSG00000212126
ENSG00000255837	12	10997874	10997875	ENSG00000255837
ENSG00000212124	12	11022619	11022620	ENSG00000212124
ENSG00000256436	12	11031406	11031407	ENSG00000256436
ENSG00000256019	12	11049255	11049256	ENSG00000256019
ENSG00000226761	12	11062293	11062294	ENSG00000226761
ENSG00000256274	12	11079170	11079171	ENSG00000256274
ENSG00000255374	12	11092312	11092313	ENSG00000255374
ENSG00000256400	12	11097273	11097274	ENSG00000256400
ENSG00000256188	12	11134643	11134644	ENSG00000256188
ENSG00000256981	12	11159693	11159694	ENSG00000256981
ENSG00000256537	12	11171221	11171222	ENSG00000256537
ENSG00000256712	12	11171352	11171353	ENSG00000256712
ENSG00000212127	12	11171572	11171573	ENSG00000212127
ENSG00000275778	12	11171599	11171600	ENSG00000275778
ENSG00000231887	12	11171607	11171608	ENSG00000231887
ENSG00000186136	12	11186936	11186937	ENSG00000186136
ENSG00000256657	12	11196995	11196996	ENSG00000256657
ENSG00000275119	12	11212218	11212219	ENSG00000275119
ENSG00000197870	12	11269804	11269805	ENSG00000197870
ENSG00000230657	12	11310434	11310435	ENSG00000230657
ENSG00000251655	12	11395565	11395566	ENSG00000251655
ENSG00000237303	12	11481382	11481383	ENSG00000237303
ENSG00000255790	12	11486677	11486678	ENSG00000255790
ENSG00000278654	12	11500498	11500499	ENSG00000278654
ENSG00000121335	12	11501040	11501041	ENSG00000121335
ENSG00000277705	12	11507407	11507408	ENSG00000277705
ENSG00000270863	12	11512722	11512723	ENSG00000270863
ENSG00000274551	12	11521685	11521686	ENSG00000274551
ENSG00000251747	12	11546478	11546479	ENSG00000251747
ENSG00000247157	12	11548029	11548030	ENSG00000247157
ENSG00000256237	12	11555837	11555838	ENSG00000256237
ENSG00000139083	12	11649853	11649854	ENSG00000139083
ENSG00000121380	12	12049843	12049844	ENSG00000121380
ENSG00000198134	12	12111162	12111163	ENSG00000198134
ENSG00000283475	12	12111951	12111952	ENSG00000283475
ENSG00000242405	12	12155261	12155262	ENSG00000242405
ENSG00000199551	12	12226673	12226674	ENSG00000199551
ENSG00000270857	12	12248990	12248991	ENSG00000270857
ENSG00000070018	12	12267043	12267044	ENSG00000070018
ENSG00000207010	12	12289328	12289329	ENSG00000207010
ENSG00000243141	12	12338775	12338776	ENSG00000243141
ENSG00000111261	12	12350241	12350242	ENSG00000111261
ENSG00000205791	12	12357066	12357067	ENSG00000205791
ENSG00000165714	12	12357077	12357078	ENSG00000165714
ENSG00000271370	12	12452480	12452481	ENSG00000271370
ENSG00000255670	12	12485352	12485353	ENSG00000255670
ENSG00000111266	12	12562382	12562383	ENSG00000111266
ENSG00000240424	12	12568775	12568776	ENSG00000240424
ENSG00000111269	12	12611826	12611827	ENSG00000111269
ENSG00000271215	12	12615906	12615907	ENSG00000271215
ENSG00000275963	12	12648938	12648939	ENSG00000275963
ENSG00000257004	12	12668981	12668982	ENSG00000257004
ENSG00000183150	12	12696206	12696207	ENSG00000183150
ENSG00000111276	12	12715057	12715058	ENSG00000111276
ENSG00000275560	12	12718972	12718973	ENSG00000275560
ENSG00000256658	12	12724010	12724011	ENSG00000256658
ENSG00000178878	12	12725916	12725917	ENSG00000178878
ENSG00000207983	12	12764648	12764649	ENSG00000207983
ENSG00000270296	12	12771704	12771705	ENSG00000270296
ENSG00000213782	12	12813315	12813316	ENSG00000213782
ENSG00000242329	12	12841078	12841079	ENSG00000242329
ENSG00000241352	12	12850981	12850982	ENSG00000241352
ENSG00000234498	12	12875498	12875499	ENSG00000234498
ENSG00000013588	12	12890781	12890782	ENSG00000013588
ENSG00000283759	12	12915828	12915829	ENSG00000283759
ENSG00000247498	12	12927725	12927726	ENSG00000247498
ENSG00000111291	12	12952146	12952147	ENSG00000111291
ENSG00000256011	12	12962299	12962300	ENSG00000256011
ENSG00000221611	12	12972052	12972053	ENSG00000221611
ENSG00000013583	12	13000264	13000265	ENSG00000013583
ENSG00000183935	12	13000419	13000420	ENSG00000183935
ENSG00000255621	12	13000450	13000451	ENSG00000255621
ENSG00000243129	12	13021605	13021606	ENSG00000243129
ENSG00000084444	12	13044380	13044381	ENSG00000084444
ENSG00000111305	12	13103682	13103683	ENSG00000111305
ENSG00000134531	12	13196722	13196723	ENSG00000134531
ENSG00000180861	12	13387166	13387167	ENSG00000180861
ENSG00000201476	12	13441000	13441001	ENSG00000201476
ENSG00000201909	12	13459775	13459776	ENSG00000201909
ENSG00000256306	12	13526853	13526854	ENSG00000256306
ENSG00000277935	12	13540230	13540231	ENSG00000277935
ENSG00000200475	12	13683541	13683542	ENSG00000200475
ENSG00000273079	12	13981956	13981957	ENSG00000273079
ENSG00000256346	12	14169745	14169746	ENSG00000256346
ENSG00000227760	12	14192001	14192002	ENSG00000227760
ENSG00000256084	12	14216589	14216590	ENSG00000256084
ENSG00000255763	12	14237090	14237091	ENSG00000255763
ENSG00000251908	12	14250340	14250341	ENSG00000251908
ENSG00000255749	12	14254911	14254912	ENSG00000255749
ENSG00000244573	12	14365502	14365503	ENSG00000244573
ENSG00000171681	12	14365631	14365632	ENSG00000171681
ENSG00000255649	12	14530150	14530151	ENSG00000255649
ENSG00000200830	12	14553969	14553970	ENSG00000200830
ENSG00000256751	12	14567749	14567750	ENSG00000256751
ENSG00000121316	12	14567882	14567883	ENSG00000121316
ENSG00000214772	12	14665654	14665655	ENSG00000214772
ENSG00000070019	12	14696598	14696599	ENSG00000070019
ENSG00000261324	12	14767930	14767931	ENSG00000261324
ENSG00000197837	12	14771130	14771131	ENSG00000197837
ENSG00000246705	12	14774382	14774383	ENSG00000246705
ENSG00000084463	12	14803485	14803486	ENSG00000084463
ENSG00000182993	12	14803571	14803572	ENSG00000182993
ENSG00000286107	12	14805107	14805108	ENSG00000286107
ENSG00000179256	12	14814181	14814182	ENSG00000179256
ENSG00000256339	12	14841091	14841092	ENSG00000256339
ENSG00000111339	12	14843525	14843526	ENSG00000111339
ENSG00000111341	12	14885925	14885926	ENSG00000111341
ENSG00000139055	12	14938536	14938537	ENSG00000139055
ENSG00000111348	12	14961727	14961728	ENSG00000111348
ENSG00000139053	12	14973041	14973042	ENSG00000139053
ENSG00000255727	12	15001832	15001833	ENSG00000255727
ENSG00000256650	12	15114697	15114698	ENSG00000256650
ENSG00000255660	12	15151922	15151923	ENSG00000255660
ENSG00000256283	12	15255822	15255823	ENSG00000256283
ENSG00000151490	12	15322507	15322508	ENSG00000151490
ENSG00000134533	12	15348674	15348675	ENSG00000134533
ENSG00000243916	12	15439526	15439527	ENSG00000243916
ENSG00000200105	12	15671809	15671810	ENSG00000200105
ENSG00000255565	12	15780067	15780068	ENSG00000255565
ENSG00000256627	12	15803163	15803164	ENSG00000256627
ENSG00000151491	12	15882328	15882329	ENSG00000151491
ENSG00000023734	12	15882386	15882387	ENSG00000023734
ENSG00000023697	12	15911301	15911302	ENSG00000023697
ENSG00000256134	12	15972608	15972609	ENSG00000256134
ENSG00000188991	12	16277684	16277685	ENSG00000188991
ENSG00000008394	12	16347141	16347142	ENSG00000008394
ENSG00000256238	12	16402405	16402406	ENSG00000256238
ENSG00000256450	12	16513444	16513445	ENSG00000256450
ENSG00000256564	12	16567410	16567411	ENSG00000256564
ENSG00000048540	12	16610593	16610594	ENSG00000048540
ENSG00000283240	12	16661765	16661766	ENSG00000283240
ENSG00000255871	12	16693799	16693800	ENSG00000255871
ENSG00000256211	12	16989125	16989126	ENSG00000256211
ENSG00000213235	12	16990669	16990670	ENSG00000213235
ENSG00000212358	12	17071504	17071505	ENSG00000212358
ENSG00000242991	12	17121715	17121716	ENSG00000242991
ENSG00000285724	12	17167789	17167790	ENSG00000285724
ENSG00000256896	12	17384646	17384647	ENSG00000256896
ENSG00000256756	12	17400398	17400399	ENSG00000256756
ENSG00000256389	12	17589256	17589257	ENSG00000256389
ENSG00000256994	12	17589991	17589992	ENSG00000256994
ENSG00000283665	12	17673298	17673299	ENSG00000283665
ENSG00000206662	12	17710933	17710934	ENSG00000206662
ENSG00000139144	12	18247613	18247614	ENSG00000139144
ENSG00000111404	12	18320106	18320107	ENSG00000111404
ENSG00000255892	12	18358966	18358967	ENSG00000255892
ENSG00000255960	12	18424662	18424663	ENSG00000255960
ENSG00000256138	12	18493050	18493051	ENSG00000256138
ENSG00000255993	12	18692761	18692762	ENSG00000255993
ENSG00000255648	12	18714794	18714795	ENSG00000255648
ENSG00000139151	12	18738099	18738100	ENSG00000139151
ENSG00000177938	12	18738100	18738101	ENSG00000177938
ENSG00000227525	12	19089150	19089151	ENSG00000227525
ENSG00000256844	12	19108182	19108183	ENSG00000256844
ENSG00000052126	12	19129751	19129752	ENSG00000052126
ENSG00000253284	12	19147073	19147074	ENSG00000253284
ENSG00000240993	12	19176588	19176589	ENSG00000240993
ENSG00000243854	12	19303479	19303480	ENSG00000243854
ENSG00000139154	12	19404044	19404045	ENSG00000139154
ENSG00000255909	12	19413152	19413153	ENSG00000255909
ENSG00000271462	12	19419160	19419161	ENSG00000271462
ENSG00000200247	12	19446054	19446055	ENSG00000200247
ENSG00000245205	12	19457647	19457648	ENSG00000245205
ENSG00000240328	12	19508903	19508904	ENSG00000240328
ENSG00000200885	12	19724434	19724435	ENSG00000200885
ENSG00000255910	12	19775450	19775451	ENSG00000255910
ENSG00000256849	12	19941520	19941521	ENSG00000256849
ENSG00000256287	12	20014779	20014780	ENSG00000256287
ENSG00000256499	12	20129812	20129813	ENSG00000256499
ENSG00000172572	12	20369244	20369245	ENSG00000172572
ENSG00000256879	12	20370261	20370262	ENSG00000256879
ENSG00000131982	12	20450082	20450083	ENSG00000131982
ENSG00000256663	12	20551589	20551590	ENSG00000256663
ENSG00000139155	12	20695354	20695355	ENSG00000139155
ENSG00000111700	12	20810701	20810702	ENSG00000111700
ENSG00000257046	12	20815673	20815674	ENSG00000257046
ENSG00000256157	12	20845064	20845065	ENSG00000256157
ENSG00000205754	12	20962767	20962768	ENSG00000205754
ENSG00000257062	12	21047178	21047179	ENSG00000257062
ENSG00000134538	12	21131201	21131202	ENSG00000134538
ENSG00000121351	12	21354958	21354959	ENSG00000121351
ENSG00000084453	12	21419593	21419594	ENSG00000084453
ENSG00000121350	12	21437614	21437615	ENSG00000121350
ENSG00000256021	12	21448313	21448314	ENSG00000256021
ENSG00000004700	12	21501668	21501669	ENSG00000004700
ENSG00000111711	12	21501780	21501781	ENSG00000111711
ENSG00000134548	12	21526295	21526296	ENSG00000134548
ENSG00000111713	12	21604846	21604847	ENSG00000111713
ENSG00000285854	12	21657797	21657798	ENSG00000285854
ENSG00000256615	12	21662312	21662313	ENSG00000256615
ENSG00000111716	12	21757856	21757857	ENSG00000111716
ENSG00000255644	12	21759979	21759980	ENSG00000255644
ENSG00000121361	12	21775580	21775581	ENSG00000121361
ENSG00000257022	12	21827209	21827210	ENSG00000257022
ENSG00000275567	12	21828563	21828564	ENSG00000275567
ENSG00000069431	12	21942528	21942529	ENSG00000069431
ENSG00000255627	12	22008347	22008348	ENSG00000255627
ENSG00000111726	12	22046217	22046218	ENSG00000111726
ENSG00000274624	12	22105319	22105320	ENSG00000274624
ENSG00000283582	12	22134850	22134851	ENSG00000283582
ENSG00000212172	12	22195628	22195629	ENSG00000212172
ENSG00000256714	12	22398074	22398075	ENSG00000256714
ENSG00000111728	12	22437040	22437041	ENSG00000111728
ENSG00000256973	12	22463913	22463914	ENSG00000256973
ENSG00000111731	12	22544545	22544546	ENSG00000111731
ENSG00000256371	12	22573424	22573425	ENSG00000256371
ENSG00000256774	12	22596227	22596228	ENSG00000256774
ENSG00000250166	12	22601424	22601425	ENSG00000250166
ENSG00000257023	12	22625014	22625015	ENSG00000257023
ENSG00000139163	12	22625074	22625075	ENSG00000139163
ENSG00000274885	12	22638463	22638464	ENSG00000274885
ENSG00000256995	12	22699858	22699859	ENSG00000256995
ENSG00000241451	12	22722228	22722229	ENSG00000241451
ENSG00000256923	12	22742581	22742582	ENSG00000256923
ENSG00000256353	12	23108492	23108493	ENSG00000256353
ENSG00000256321	12	23175647	23175648	ENSG00000256321
ENSG00000115934	12	23251498	23251499	ENSG00000115934
ENSG00000256473	12	23637972	23637973	ENSG00000256473
ENSG00000216192	12	24212420	24212421	ENSG00000216192
ENSG00000256120	12	24223270	24223271	ENSG00000256120
ENSG00000134532	12	24562543	24562544	ENSG00000134532
ENSG00000256852	12	24583560	24583561	ENSG00000256852
ENSG00000197503	12	24584167	24584168	ENSG00000197503
ENSG00000244662	12	24642686	24642687	ENSG00000244662
ENSG00000255745	12	24704564	24704565	ENSG00000255745
ENSG00000240481	12	24706787	24706788	ENSG00000240481
ENSG00000256482	12	24830420	24830421	ENSG00000256482
ENSG00000278969	12	24902308	24902309	ENSG00000278969
ENSG00000060982	12	24949100	24949101	ENSG00000060982
ENSG00000255921	12	24949162	24949163	ENSG00000255921
ENSG00000213736	12	24967503	24967504	ENSG00000213736
ENSG00000118308	12	25004341	25004342	ENSG00000118308
ENSG00000226397	12	25006402	25006403	ENSG00000226397
ENSG00000258546	12	25093899	25093900	ENSG00000258546
ENSG00000258449	12	25100979	25100980	ENSG00000258449
ENSG00000276842	12	25103868	25103869	ENSG00000276842
ENSG00000118307	12	25195161	25195162	ENSG00000118307
ENSG00000205707	12	25195215	25195216	ENSG00000205707
ENSG00000274987	12	25210651	25210652	ENSG00000274987
ENSG00000275197	12	25225102	25225103	ENSG00000275197
ENSG00000133703	12	25250935	25250936	ENSG00000133703
ENSG00000278743	12	25386240	25386241	ENSG00000278743
ENSG00000201439	12	25404427	25404428	ENSG00000201439
ENSG00000241846	12	25409444	25409445	ENSG00000241846
ENSG00000279173	12	25423599	25423600	ENSG00000279173
ENSG00000256079	12	25436237	25436238	ENSG00000256079
ENSG00000255988	12	25441051	25441052	ENSG00000255988
ENSG00000257009	12	25592927	25592928	ENSG00000257009
ENSG00000152936	12	25648578	25648579	ENSG00000152936
ENSG00000222950	12	25779568	25779569	ENSG00000222950
ENSG00000255725	12	25803297	25803298	ENSG00000255725
ENSG00000256686	12	25814170	25814171	ENSG00000256686
ENSG00000256440	12	25834181	25834182	ENSG00000256440
ENSG00000283603	12	25874078	25874079	ENSG00000283603
ENSG00000256256	12	25885854	25885855	ENSG00000256256
ENSG00000123094	12	25959028	25959029	ENSG00000123094
ENSG00000246695	12	25959764	25959765	ENSG00000246695
ENSG00000123096	12	26121990	26121991	ENSG00000123096
ENSG00000123095	12	26125036	26125037	ENSG00000123095
ENSG00000256894	12	26126616	26126617	ENSG00000256894
ENSG00000278095	12	26273899	26273900	ENSG00000278095
ENSG00000255858	12	26315714	26315715	ENSG00000255858
ENSG00000255968	12	26318952	26318953	ENSG00000255968
ENSG00000255750	12	26319719	26319720	ENSG00000255750
ENSG00000256234	12	26335855	26335856	ENSG00000256234
ENSG00000256185	12	26336949	26336950	ENSG00000256185
ENSG00000212549	12	26373732	26373733	ENSG00000212549
ENSG00000234428	12	26623368	26623369	ENSG00000234428
ENSG00000256640	12	26800842	26800843	ENSG00000256640
ENSG00000123104	12	26833193	26833194	ENSG00000123104
ENSG00000064102	12	26938325	26938326	ENSG00000064102
ENSG00000111790	12	26938469	26938470	ENSG00000111790
ENSG00000247903	12	26971585	26971586	ENSG00000247903
ENSG00000064115	12	27014433	27014434	ENSG00000064115
ENSG00000152944	12	27022545	27022546	ENSG00000152944
ENSG00000275764	12	27037099	27037100	ENSG00000275764
ENSG00000214700	12	27082513	27082514	ENSG00000214700
ENSG00000271418	12	27094222	27094223	ENSG00000271418
ENSG00000256625	12	27121909	27121910	ENSG00000256625
ENSG00000256226	12	27161392	27161393	ENSG00000256226
ENSG00000211455	12	27243967	27243968	ENSG00000211455
ENSG00000029153	12	27332853	27332854	ENSG00000029153
ENSG00000245311	12	27446624	27446625	ENSG00000245311
ENSG00000165935	12	27466809	27466810	ENSG00000165935
ENSG00000257037	12	27496936	27496937	ENSG00000257037
ENSG00000110841	12	27523430	27523431	ENSG00000110841
ENSG00000248100	12	27552772	27552773	ENSG00000248100
ENSG00000256056	12	27594038	27594039	ENSG00000256056
ENSG00000256557	12	27609045	27609046	ENSG00000256557
ENSG00000174236	12	27696518	27696519	ENSG00000174236
ENSG00000276261	12	27700065	27700066	ENSG00000276261
ENSG00000230519	12	27702337	27702338	ENSG00000230519
ENSG00000256504	12	27704567	27704568	ENSG00000256504
ENSG00000256377	12	27710769	27710770	ENSG00000256377
ENSG00000061794	12	27710821	27710822	ENSG00000061794
ENSG00000252585	12	27752873	27752874	ENSG00000252585
ENSG00000205693	12	27771275	27771276	ENSG00000205693
ENSG00000087448	12	27780047	27780048	ENSG00000087448
ENSG00000256747	12	27781066	27781067	ENSG00000256747
ENSG00000256512	12	27800707	27800708	ENSG00000256512
ENSG00000201612	12	27806389	27806390	ENSG00000201612
ENSG00000274075	12	27824381	27824382	ENSG00000274075
ENSG00000256378	12	27935748	27935749	ENSG00000256378
ENSG00000257042	12	27958516	27958517	ENSG00000257042
ENSG00000087494	12	27972704	27972705	ENSG00000087494
ENSG00000123106	12	28133248	28133249	ENSG00000123106
ENSG00000255951	12	28164957	28164958	ENSG00000255951
ENSG00000278733	12	28186189	28186190	ENSG00000278733
ENSG00000247934	12	28190737	28190738	ENSG00000247934
ENSG00000273989	12	28236226	28236227	ENSG00000273989
ENSG00000252237	12	28319462	28319463	ENSG00000252237
ENSG00000202187	12	28505393	28505394	ENSG00000202187
ENSG00000244712	12	28565140	28565141	ENSG00000244712
ENSG00000256513	12	28825830	28825831	ENSG00000256513
ENSG00000278687	12	28978583	28978584	ENSG00000278687
ENSG00000257258	12	29148674	29148675	ENSG00000257258
ENSG00000064763	12	29149102	29149103	ENSG00000064763
ENSG00000275278	12	29156990	29156991	ENSG00000275278
ENSG00000275476	12	29277881	29277882	ENSG00000275476
ENSG00000257176	12	29317847	29317848	ENSG00000257176
ENSG00000274315	12	29331935	29331936	ENSG00000274315
ENSG00000273680	12	29333382	29333383	ENSG00000273680
ENSG00000087502	12	29381188	29381189	ENSG00000087502
ENSG00000257599	12	29389288	29389289	ENSG00000257599
ENSG00000187950	12	29497685	29497686	ENSG00000187950
ENSG00000257456	12	29519730	29519731	ENSG00000257456
ENSG00000242986	12	29658797	29658798	ENSG00000242986
ENSG00000133687	12	29784758	29784759	ENSG00000133687
ENSG00000276431	12	30170090	30170091	ENSG00000276431
ENSG00000257262	12	30200982	30200983	ENSG00000257262
ENSG00000257756	12	30296706	30296707	ENSG00000257756
ENSG00000284682	12	30306064	30306065	ENSG00000284682
ENSG00000251781	12	30306523	30306524	ENSG00000251781
ENSG00000257932	12	30320833	30320834	ENSG00000257932
ENSG00000258202	12	30454918	30454919	ENSG00000258202
ENSG00000133704	12	30695868	30695869	ENSG00000133704
ENSG00000285870	12	30696120	30696121	ENSG00000285870
ENSG00000110888	12	30754950	30754951	ENSG00000110888
ENSG00000246331	12	30755073	30755074	ENSG00000246331
ENSG00000235884	12	30755166	30755167	ENSG00000235884
ENSG00000285517	12	30795457	30795458	ENSG00000285517
ENSG00000258118	12	30861920	30861921	ENSG00000258118
ENSG00000110900	12	30926427	30926428	ENSG00000110900
ENSG00000226472	12	31006009	31006010	ENSG00000226472
ENSG00000256984	12	31012502	31012503	ENSG00000256984
ENSG00000245614	12	31073846	31073847	ENSG00000245614
ENSG00000013573	12	31073859	31073860	ENSG00000013573
ENSG00000212533	12	31077015	31077016	ENSG00000212533
ENSG00000270926	12	31106829	31106830	ENSG00000270926
ENSG00000177359	12	31201234	31201235	ENSG00000177359
ENSG00000270766	12	31244439	31244440	ENSG00000270766
ENSG00000243517	12	31252596	31252597	ENSG00000243517
ENSG00000270395	12	31254444	31254445	ENSG00000270395
ENSG00000275097	12	31280894	31280895	ENSG00000275097
ENSG00000256176	12	31311616	31311617	ENSG00000256176
ENSG00000177340	12	31324315	31324316	ENSG00000177340
ENSG00000139146	12	31327057	31327058	ENSG00000139146
ENSG00000283256	12	31366287	31366288	ENSG00000283256
ENSG00000256232	12	31369300	31369301	ENSG00000256232
ENSG00000200388	12	31396389	31396390	ENSG00000200388
ENSG00000275769	12	31444207	31444208	ENSG00000275769
ENSG00000203437	12	31465061	31465062	ENSG00000203437
ENSG00000256159	12	31477505	31477506	ENSG00000256159
ENSG00000201228	12	31506403	31506404	ENSG00000201228
ENSG00000225349	12	31535246	31535247	ENSG00000225349
ENSG00000255867	12	31589922	31589923	ENSG00000255867
ENSG00000170456	12	31591135	31591136	ENSG00000170456
ENSG00000252390	12	31594205	31594206	ENSG00000252390
ENSG00000231788	12	31597408	31597409	ENSG00000231788
ENSG00000233381	12	31616438	31616439	ENSG00000233381
ENSG00000139160	12	31647159	31647160	ENSG00000139160
ENSG00000276058	12	31715780	31715781	ENSG00000276058
ENSG00000276900	12	31729116	31729117	ENSG00000276900
ENSG00000151743	12	31729120	31729121	ENSG00000151743
ENSG00000256843	12	31748239	31748240	ENSG00000256843
ENSG00000223722	12	31754719	31754720	ENSG00000223722
ENSG00000188375	12	31792297	31792298	ENSG00000188375
ENSG00000252421	12	31803089	31803090	ENSG00000252421
ENSG00000252204	12	31811087	31811088	ENSG00000252204
ENSG00000256372	12	31853406	31853407	ENSG00000256372
ENSG00000255760	12	31887202	31887203	ENSG00000255760
ENSG00000256465	12	31893369	31893370	ENSG00000256465
ENSG00000244436	12	31897819	31897820	ENSG00000244436
ENSG00000242314	12	31948333	31948334	ENSG00000242314
ENSG00000256987	12	31953888	31953889	ENSG00000256987
ENSG00000174718	12	31959369	31959370	ENSG00000174718
ENSG00000276136	12	32000374	32000375	ENSG00000276136
ENSG00000257094	12	32007126	32007127	ENSG00000257094
ENSG00000257852	12	32072733	32072734	ENSG00000257852
ENSG00000271357	12	32100734	32100735	ENSG00000271357
ENSG00000151746	12	32106834	32106835	ENSG00000151746
ENSG00000257530	12	32107527	32107528	ENSG00000257530
ENSG00000277342	12	32109075	32109076	ENSG00000277342
ENSG00000258134	12	32228153	32228154	ENSG00000258134
ENSG00000274964	12	32339367	32339368	ENSG00000274964
ENSG00000276115	12	32352348	32352349	ENSG00000276115
ENSG00000207176	12	32396146	32396147	ENSG00000207176
ENSG00000139132	12	32399528	32399529	ENSG00000139132
ENSG00000253063	12	32477470	32477471	ENSG00000253063
ENSG00000087470	12	32679199	32679200	ENSG00000087470
ENSG00000257643	12	32692847	32692848	ENSG00000257643
ENSG00000201563	12	32705505	32705506	ENSG00000201563
ENSG00000276148	12	32725659	32725660	ENSG00000276148
ENSG00000257511	12	32727386	32727387	ENSG00000257511
ENSG00000274105	12	32729023	32729024	ENSG00000274105
ENSG00000275854	12	32737659	32737660	ENSG00000275854
ENSG00000139131	12	32755901	32755902	ENSG00000139131
ENSG00000274976	12	32820566	32820567	ENSG00000274976
ENSG00000244743	12	32863117	32863118	ENSG00000244743
ENSG00000057294	12	32896839	32896840	ENSG00000057294
ENSG00000257316	12	32985837	32985838	ENSG00000257316
ENSG00000257435	12	32988762	32988763	ENSG00000257435
ENSG00000259937	12	33405895	33405896	ENSG00000259937
ENSG00000273853	12	33432852	33432853	ENSG00000273853
ENSG00000110975	12	33439818	33439819	ENSG00000110975
ENSG00000256070	12	33454344	33454345	ENSG00000256070
ENSG00000212475	12	33576094	33576095	ENSG00000212475
ENSG00000270807	12	33717852	33717853	ENSG00000270807
ENSG00000207026	12	33923479	33923480	ENSG00000207026
ENSG00000201624	12	33982565	33982566	ENSG00000201624
ENSG00000139133	12	34022467	34022468	ENSG00000139133
ENSG00000256538	12	34037437	34037438	ENSG00000256538
ENSG00000245482	12	34046416	34046417	ENSG00000245482
ENSG00000255628	12	34149838	34149839	ENSG00000255628
ENSG00000256986	12	34162476	34162477	ENSG00000256986
ENSG00000250788	12	34166953	34166954	ENSG00000250788
ENSG00000272435	12	34205698	34205699	ENSG00000272435
ENSG00000258794	12	34209674	34209675	ENSG00000258794
ENSG00000255652	12	34218852	34218853	ENSG00000255652
ENSG00000256614	12	34249480	34249481	ENSG00000256614
ENSG00000258368	12	37575586	37575587	ENSG00000258368
ENSG00000257173	12	38078998	38078999	ENSG00000257173
ENSG00000258278	12	38082045	38082046	ENSG00000258278
ENSG00000274293	12	38150049	38150050	ENSG00000274293
ENSG00000199843	12	38161581	38161582	ENSG00000199843
ENSG00000201708	12	38163514	38163515	ENSG00000201708
ENSG00000254381	12	38201565	38201566	ENSG00000254381
ENSG00000257292	12	38206008	38206009	ENSG00000257292
ENSG00000258360	12	38207191	38207192	ENSG00000258360
ENSG00000253016	12	38274548	38274549	ENSG00000253016
ENSG00000175548	12	38316761	38316762	ENSG00000175548
ENSG00000257645	12	38533049	38533050	ENSG00000257645
ENSG00000258119	12	38589811	38589812	ENSG00000258119
ENSG00000257718	12	38906450	38906451	ENSG00000257718
ENSG00000139117	12	38907429	38907430	ENSG00000139117
ENSG00000257586	12	38996881	38996882	ENSG00000257586
ENSG00000257237	12	39059932	39059933	ENSG00000257237
ENSG00000258144	12	39092873	39092874	ENSG00000258144
ENSG00000270718	12	39170645	39170646	ENSG00000270718
ENSG00000139116	12	39443389	39443390	ENSG00000139116
ENSG00000255991	12	39467344	39467345	ENSG00000255991
ENSG00000270273	12	39539850	39539851	ENSG00000270273
ENSG00000285732	12	39611818	39611819	ENSG00000285732
ENSG00000173208	12	39619802	39619803	ENSG00000173208
ENSG00000180116	12	39626166	39626167	ENSG00000180116
ENSG00000199571	12	39819882	39819883	ENSG00000199571
ENSG00000229014	12	40068589	40068590	ENSG00000229014
ENSG00000151229	12	40106088	40106089	ENSG00000151229
ENSG00000260943	12	40142875	40142876	ENSG00000260943
ENSG00000223914	12	40156112	40156113	ENSG00000223914
ENSG00000188906	12	40196743	40196744	ENSG00000188906
ENSG00000225342	12	40224914	40224915	ENSG00000225342
ENSG00000229899	12	40286288	40286289	ENSG00000229899
ENSG00000205592	12	40393394	40393395	ENSG00000205592
ENSG00000258167	12	40443846	40443847	ENSG00000258167
ENSG00000207492	12	40554266	40554267	ENSG00000207492
ENSG00000018236	12	40692438	40692439	ENSG00000018236
ENSG00000257680	12	40728810	40728811	ENSG00000257680
ENSG00000274682	12	40978743	40978744	ENSG00000274682
ENSG00000165966	12	41188447	41188448	ENSG00000165966
ENSG00000257228	12	41473509	41473510	ENSG00000257228
ENSG00000252364	12	41658675	41658676	ENSG00000252364
ENSG00000258239	12	41699181	41699182	ENSG00000258239
ENSG00000257858	12	41700250	41700251	ENSG00000257858
ENSG00000257784	12	41764188	41764189	ENSG00000257784
ENSG00000257128	12	41911255	41911256	ENSG00000257128
ENSG00000257239	12	41932591	41932592	ENSG00000257239
ENSG00000271379	12	42070624	42070625	ENSG00000271379
ENSG00000151233	12	42144873	42144874	ENSG00000151233
ENSG00000015153	12	42238348	42238349	ENSG00000015153
ENSG00000134283	12	42238446	42238447	ENSG00000134283
ENSG00000257674	12	42286910	42286911	ENSG00000257674
